pollster,date,age,MOE,n,mode,IVR,rolling,numeric_date,loess_weight,party,pct,actual_pct,error
Forum Research,2017-04-23,910,3,1479,IVR,TRUE,FALSE,17279,1.9245008972987525,Bloc,0.05,0.0763,-0.026300000000000004
Nanos Research,2017-04-20,913,3.1,1000,telephone (rolling),FALSE,TRUE,17276,1.893206114156883,Bloc,0.04,0.0763,-0.036300000000000006
Nanos Research,2017-04-13,920,3.1,1000,telephone (rolling),FALSE,TRUE,17269,1.893206114156883,Bloc,0.034,0.0763,-0.042300000000000004
Campaign Research,2017-04-10,923,2,1970,online,FALSE,FALSE,17266,7.0710678118654755,Bloc,0.06,0.0763,-0.01630000000000001
Nanos Research,2017-04-06,927,3.1,1000,telephone (rolling),FALSE,TRUE,17262,1.893206114156883,Bloc,0.04,0.0763,-0.036300000000000006
Nanos Research,2017-03-30,934,3.1,1000,telephone (rolling),FALSE,TRUE,17255,1.893206114156883,Bloc,0.052000000000000005,0.0763,-0.024300000000000002
Ipsos,2017-03-28,936,3.5,1001,online,FALSE,FALSE,17253,5.3452248382484875,Bloc,0.05,0.0763,-0.026300000000000004
Nanos Research,2017-03-23,941,3.1,1000,telephone (rolling),FALSE,TRUE,17248,1.893206114156883,Bloc,0.048,0.0763,-0.028300000000000006
Forum Research,2017-03-22,942,3,1029,IVR,TRUE,FALSE,17247,1.9245008972987525,Bloc,0.06,0.0763,-0.01630000000000001
Nanos Research,2017-03-16,948,3.1,1000,telephone (rolling),FALSE,TRUE,17241,1.893206114156883,Bloc,0.047,0.0763,-0.029300000000000007
Stratcom,2017-03-16,948,2.2,2029,online,FALSE,FALSE,17241,6.741998624632421,Bloc,0.04,0.0763,-0.036300000000000006
Nanos Research,2017-03-09,955,3.1,1000,telephone (rolling),FALSE,TRUE,17234,1.893206114156883,Bloc,0.049,0.0763,-0.027300000000000005
Campaign Research,2017-03-06,958,3,1886,online/IVR,TRUE,FALSE,17231,1.9245008972987525,Bloc,0.06,0.0763,-0.01630000000000001
Nanos Research,2017-03-02,962,3.1,1000,telephone (rolling),FALSE,TRUE,17227,1.893206114156883,Bloc,0.05,0.0763,-0.026300000000000004
Forum Research,2017-02-25,967,3,1340,IVR,TRUE,FALSE,17222,1.9245008972987525,Bloc,0.07,0.0763,-0.0063
Nanos Research,2017-02-23,969,3.1,1000,telephone (rolling),FALSE,TRUE,17220,1.893206114156883,Bloc,0.054000000000000006,0.0763,-0.0223
Abacus Data,2017-02-17,975,2.6,1500,online,FALSE,FALSE,17214,6.201736729460422,Bloc,0.04,0.0763,-0.036300000000000006
Nanos Research,2017-02-16,976,3.1,1000,telephone (rolling),FALSE,TRUE,17213,1.893206114156883,Bloc,0.063,0.0763,-0.013300000000000006
Nanos Research,2017-02-09,983,3.1,1000,telephone (rolling),FALSE,TRUE,17206,1.893206114156883,Bloc,0.048,0.0763,-0.028300000000000006
Campaign Research,2017-02-05,987,3,1457,IVR,TRUE,FALSE,17202,1.9245008972987525,Bloc,0.06,0.0763,-0.01630000000000001
Nanos Research,2017-02-02,990,3.1,1000,telephone (rolling),FALSE,TRUE,17199,1.893206114156883,Bloc,0.049,0.0763,-0.027300000000000005
Nanos Research,2017-01-26,997,3.1,1000,telephone (rolling),FALSE,TRUE,17192,1.893206114156883,Bloc,0.051,0.0763,-0.02530000000000001
Ipsos,2017-01-23,1000,3.5,1000,online,FALSE,FALSE,17189,5.3452248382484875,Bloc,0.05,0.0763,-0.026300000000000004
Forum Research,2017-01-20,1003,3,1332,IVR,TRUE,FALSE,17186,1.9245008972987525,Bloc,0.04,0.0763,-0.036300000000000006
Nanos Research,2017-01-19,1004,3.1,1000,telephone (rolling),FALSE,TRUE,17185,1.893206114156883,Bloc,0.051,0.0763,-0.02530000000000001
Nanos Research,2017-01-12,1011,3.1,1000,telephone (rolling),FALSE,TRUE,17178,1.893206114156883,Bloc,0.061,0.0763,-0.015300000000000008
Nanos Research,2017-01-05,1018,3.1,1000,telephone (rolling),FALSE,TRUE,17171,1.893206114156883,Bloc,0.052000000000000005,0.0763,-0.024300000000000002
Nanos Research,2016-12-29,1025,3.1,1000,telephone (rolling),FALSE,TRUE,17164,1.893206114156883,Bloc,0.055,0.0763,-0.021300000000000006
Nanos Research,2016-12-22,1032,3.1,1000,telephone (rolling),FALSE,TRUE,17157,1.893206114156883,Bloc,0.055999999999999994,0.0763,-0.020300000000000012
Nanos Research,2016-12-15,1039,3.1,1000,telephone (rolling),FALSE,TRUE,17150,1.893206114156883,Bloc,0.049,0.0763,-0.027300000000000005
Abacus Data,2016-12-12,1042,2.3,1848,online,FALSE,FALSE,17147,6.593804733957869,Bloc,0.04,0.0763,-0.036300000000000006
Nanos Research,2016-12-08,1046,3.1,1000,telephone (rolling),FALSE,TRUE,17143,1.893206114156883,Bloc,0.054000000000000006,0.0763,-0.0223
Forum Research,2016-12-06,1048,3,1304,IVR,TRUE,FALSE,17141,1.9245008972987525,Bloc,0.05,0.0763,-0.026300000000000004
Nanos Research,2016-12-01,1053,3.1,1000,telephone (rolling),FALSE,TRUE,17136,1.893206114156883,Bloc,0.048,0.0763,-0.028300000000000006
Nanos Research,2016-11-24,1060,3.1,1000,telephone (rolling),FALSE,TRUE,17129,1.893206114156883,Bloc,0.044000000000000004,0.0763,-0.0323
Nanos Research,2016-11-17,1067,3.1,1000,telephone (rolling),FALSE,TRUE,17122,1.893206114156883,Bloc,0.055999999999999994,0.0763,-0.020300000000000012
EKOS,2016-11-16,1068,2.2,1949,IVR,TRUE,FALSE,17121,2.2473328748774737,Bloc,0.024,0.0763,-0.052300000000000006
Abacus Data,2016-11-11,1073,2.1,2200,online,FALSE,FALSE,17116,6.900655593423543,Bloc,0.05,0.0763,-0.026300000000000004
Nanos Research,2016-11-10,1074,3.1,1000,telephone (rolling),FALSE,TRUE,17115,1.893206114156883,Bloc,0.043,0.0763,-0.03330000000000001
Forum Research,2016-11-09,1075,3,1474,IVR,TRUE,FALSE,17114,1.9245008972987525,Bloc,0.04,0.0763,-0.036300000000000006
Mainstreet Research,2016-11-05,1079,1.38,5066,IVR,TRUE,FALSE,17110,2.837521769195829,Bloc,0.04,0.0763,-0.036300000000000006
Nanos Research,2016-11-03,1081,3.1,1000,telephone (rolling),FALSE,TRUE,17108,1.893206114156883,Bloc,0.055,0.0763,-0.021300000000000006
Nanos Research,2016-10-27,1088,3.1,1000,telephone (rolling),FALSE,TRUE,17101,1.893206114156883,Bloc,0.053,0.0763,-0.023300000000000008
Nanos Research,2016-10-20,1095,3.1,1000,telephone (rolling),FALSE,TRUE,17094,1.893206114156883,Bloc,0.04,0.0763,-0.036300000000000006
Nanos Research,2016-10-13,1102,3.1,1000,telephone (rolling),FALSE,TRUE,17087,1.893206114156883,Bloc,0.043,0.0763,-0.03330000000000001
EKOS,2016-10-12,1103,2.4,1622,online/telephone,FALSE,FALSE,17086,6.454972243679028,Bloc,0.033,0.0763,-0.043300000000000005
Forum Research,2016-10-11,1104,3,1437,IVR,TRUE,FALSE,17085,1.9245008972987525,Bloc,0.05,0.0763,-0.026300000000000004
Abacus Data,2016-10-10,1105,2.6,1498,online,FALSE,FALSE,17084,6.201736729460422,Bloc,0.05,0.0763,-0.026300000000000004
Nanos Research,2016-10-06,1109,3.1,1000,telephone (rolling),FALSE,TRUE,17080,1.893206114156883,Bloc,0.043,0.0763,-0.03330000000000001
Nanos Research,2016-09-29,1116,3.1,1000,telephone (rolling),FALSE,FALSE,17073,5.679618342470649,Bloc,0.045,0.0763,-0.03130000000000001
Forum Research,2016-09-20,1125,3,1326,IVR,TRUE,FALSE,17064,1.9245008972987525,Bloc,0.06,0.0763,-0.01630000000000001
Mainstreet Research,2016-09-07,1138,1.35,5250,IVR,TRUE,FALSE,17051,2.8688765527462348,Bloc,0.04,0.0763,-0.036300000000000006
Forum Research,2016-09-06,1139,3,1370,IVR,TRUE,FALSE,17050,1.9245008972987525,Bloc,0.05,0.0763,-0.026300000000000004
Leger,2016-08-29,1147,2.5,1535,online,FALSE,FALSE,17042,6.324555320336758,Bloc,0.04,0.0763,-0.036300000000000006
Abacus Data,2016-08-23,1153,2.2,2010,online,FALSE,FALSE,17036,6.741998624632421,Bloc,0.04,0.0763,-0.036300000000000006
Forum Research,2016-08-05,1171,3,1345,IVR,TRUE,FALSE,17018,1.9245008972987525,Bloc,0.04,0.0763,-0.036300000000000006
EKOS,2016-07-08,1199,3.1,1003,online/telephone,FALSE,FALSE,16990,5.679618342470649,Bloc,0.027999999999999997,0.0763,-0.04830000000000001
Forum Research,2016-07-04,1203,3,1429,IVR,TRUE,FALSE,16986,1.9245008972987525,Bloc,0.05,0.0763,-0.026300000000000004
Abacus Data,2016-06-14,1223,2.6,1500,online,FALSE,FALSE,16966,6.201736729460422,Bloc,0.05,0.0763,-0.026300000000000004
Forum Research,2016-06-06,1231,2,2271,IVR,TRUE,FALSE,16958,2.3570226039551585,Bloc,0.04,0.0763,-0.036300000000000006
EKOS,2016-06-01,1236,2,2371,IVR,TRUE,FALSE,16953,2.3570226039551585,Bloc,0.040999999999999995,0.0763,-0.03530000000000001
Ipsos,2016-05-22,1246,3.5,1002,online,FALSE,FALSE,16943,5.3452248382484875,Bloc,0.04,0.0763,-0.036300000000000006
Abacus Data,2016-05-18,1250,2.2,2000,online,FALSE,FALSE,16939,6.741998624632421,Bloc,0.04,0.0763,-0.036300000000000006
Forum Research,2016-05-10,1258,3,1517,IVR,TRUE,FALSE,16931,1.9245008972987525,Bloc,0.04,0.0763,-0.036300000000000006
Mainstreet Research,2016-04-26,1272,1.39,4998,IVR,TRUE,FALSE,16917,2.8272964322665697,Bloc,0.03,0.0763,-0.04630000000000001
Nanos Research,2016-04-21,1277,3.1,1000,telephone,FALSE,FALSE,16912,5.679618342470649,Bloc,0.042,0.0763,-0.034300000000000004
Mainstreet Research,2016-04-14,1284,1.38,5012,IVR,TRUE,FALSE,16905,2.837521769195829,Bloc,0.03,0.0763,-0.04630000000000001
Abacus Data,2016-04-11,1287,2.6,1500,online,FALSE,FALSE,16902,6.201736729460422,Bloc,0.05,0.0763,-0.026300000000000004
EKOS,2016-04-09,1289,2.9,1176,IVR,TRUE,FALSE,16900,1.9574007317156783,Bloc,0.044000000000000004,0.0763,-0.0323
Forum Research,2016-04-04,1294,3,1455,IVR,TRUE,FALSE,16895,1.9245008972987525,Bloc,0.06,0.0763,-0.01630000000000001
Innovative Research,2016-03-25,1304,1.3115932574408005,2456,online,FALSE,FALSE,16885,8.73173229561232,Bloc,0.05,0.0763,-0.026300000000000004
EKOS,2016-03-23,1306,2.2,2019,IVR,TRUE,FALSE,16883,2.2473328748774737,Bloc,0.048,0.0763,-0.028300000000000006
Abacus Data,2016-03-21,1308,2.6,1500,online,FALSE,FALSE,16881,6.201736729460422,Bloc,0.04,0.0763,-0.036300000000000006
Abacus Data,2016-03-16,1313,2.6,1500,online,FALSE,FALSE,16876,6.201736729460422,Bloc,0.04,0.0763,-0.036300000000000006
Forum Research,2016-03-14,1315,2,1567,IVR,TRUE,FALSE,16874,2.3570226039551585,Bloc,0.04,0.0763,-0.036300000000000006
Forum Research,2016-02-16,1342,3,1406,IVR,TRUE,FALSE,16847,1.9245008972987525,Bloc,0.03,0.0763,-0.04630000000000001
Leger,2016-02-01,1357,2.1,1524,online,FALSE,FALSE,16832,6.900655593423543,Bloc,0.03,0.0763,-0.04630000000000001
Mainstreet Research,2016-01-14,1375,1.39,4937,IVR,TRUE,FALSE,16814,2.8272964322665697,Bloc,0.03,0.0763,-0.04630000000000001
EKOS,2016-01-12,1377,1.9,2598,online/telephone,FALSE,FALSE,16812,7.2547625011001164,Bloc,0.039,0.0763,-0.03730000000000001
Abacus Data,2016-01-10,1379,2.6,1500,online,FALSE,FALSE,16810,6.201736729460422,Bloc,0.05,0.0763,-0.026300000000000004
Forum Research,2015-12-07,1413,3,1369,IVR,TRUE,FALSE,16776,1.9245008972987525,Bloc,0.04,0.0763,-0.036300000000000006
EKOS,2015-12-04,1416,2.2,1956,online/telephone,FALSE,FALSE,16773,6.741998624632421,Bloc,0.034,0.0763,-0.042300000000000004
Abacus Data,2015-11-23,1427,2.6,1500,online,FALSE,FALSE,16762,6.201736729460422,Bloc,0.05,0.0763,-0.026300000000000004
Forum Research,2015-11-16,1434,3,909,IVR,TRUE,FALSE,16755,1.9245008972987525,Bloc,0.04,0.0763,-0.036300000000000006
Forum Research,2015-11-06,1444,3,1256,IVR,TRUE,FALSE,16745,1.9245008972987525,Bloc,0.04,0.0763,-0.036300000000000006
Campaign Research,2019-10-19,1,1.4,5039,online (rolling),FALSE,FALSE,18188,8.451542547285166,People's,0.027000000000000003,0.0162,0.010800000000000004
Mainstreet Research,2019-10-19,1,2.17,2302,IVR,TRUE,FALSE,18188,2.2628141110071023,People's,0.027999999999999997,0.0162,0.011799999999999998
Research Co.,2019-10-19,1,3.1,957,online,FALSE,FALSE,18188,5.679618342470649,People's,0.02,0.0162,0.0038000000000000013
Campaign Research,2019-10-18,2,1.6,3541,online (rolling),FALSE,FALSE,18187,7.905694150420949,People's,0.027000000000000003,0.0162,0.010800000000000004
Nanos Research,2019-10-18,2,2.4,1600,telephone (rolling),FALSE,TRUE,18187,2.151657414559676,People's,0.018000000000000002,0.0162,0.001800000000000003
Abacus Data,2019-10-17,3,2.1,2000,online,FALSE,FALSE,18186,6.900655593423543,People's,0.02,0.0162,0.0038000000000000013
Campaign Research,2019-10-17,3,2.2,1987,online,FALSE,FALSE,18186,6.741998624632421,People's,0.03,0.0162,0.0138
Ipsos,2019-10-17,3,2,3108,online/telephone,FALSE,FALSE,18186,7.0710678118654755,People's,0.03,0.0162,0.0138
Mainstreet Research,2019-10-17,3,2.11,2134,IVR (rolling),TRUE,TRUE,18186,0.764920434246127,People's,0.033,0.0162,0.016800000000000002
Nanos Research,2019-10-17,3,2.8,1200,telephone (rolling),FALSE,TRUE,18186,1.9920476822239894,People's,0.019,0.0162,0.0028000000000000004
DART/Maru,2019-10-16,4,2.9,1518,online,FALSE,FALSE,18185,5.872202195147035,People's,0.02,0.0162,0.0038000000000000013
Mainstreet Research,2019-10-16,4,2.11,2163,IVR (rolling),TRUE,TRUE,18185,0.764920434246127,People's,0.03,0.0162,0.0138
Nanos Research,2019-10-16,4,2.8,1200,telephone (rolling),FALSE,TRUE,18185,1.9920476822239894,People's,0.018000000000000002,0.0162,0.001800000000000003
Forum Research,2019-10-15,5,3,1028,IVR,TRUE,FALSE,18184,1.9245008972987525,People's,0.04,0.0162,0.0238
Leger,2019-10-15,5,2.13,2117,online,FALSE,FALSE,18184,6.851887098275316,People's,0.02,0.0162,0.0038000000000000013
Mainstreet Research,2019-10-15,5,2.12,2128,IVR (rolling),TRUE,TRUE,18184,0.7631142441593834,People's,0.032,0.0162,0.0158
Nanos Research,2019-10-15,5,2.8,1200,telephone (rolling),FALSE,TRUE,18184,1.9920476822239894,People's,0.016,0.0162,-1.999999999999988e-4
Mainstreet Research,2019-10-14,6,2.15,2070,IVR (rolling),TRUE,TRUE,18183,0.7577714883005262,People's,0.036000000000000004,0.0162,0.019800000000000005
Nanos Research,2019-10-14,6,2.8,1200,telephone (rolling),FALSE,TRUE,18183,1.9920476822239894,People's,0.011000000000000001,0.0162,-0.005199999999999998
Angus Reid,2019-10-13,7,2,2100,online,FALSE,FALSE,18182,7.0710678118654755,People's,0.03,0.0162,0.0138
Mainstreet Research,2019-10-13,7,2.15,2076,IVR (rolling),TRUE,TRUE,18182,0.7577714883005262,People's,0.036000000000000004,0.0162,0.019800000000000005
Innovative Research,2019-10-12,8,1.4667044678212036,1964,online,FALSE,FALSE,18181,8.257121831608869,People's,0.04,0.0162,0.0238
Innovative Research,2019-10-12,8,1.1685658811070068,3094,online,FALSE,FALSE,18181,9.250674481911993,People's,0.02,0.0162,0.0038000000000000013
Mainstreet Research,2019-10-12,8,2.11,2150,IVR (rolling),TRUE,FALSE,18181,2.294761302738381,People's,0.034,0.0162,0.017800000000000003
Nanos Research,2019-10-12,8,2.8,1200,telephone (rolling),FALSE,TRUE,18181,1.9920476822239894,People's,0.01,0.0162,-0.006199999999999999
EKOS,2019-10-11,9,2.3,1881,telephone/IVR,TRUE,FALSE,18180,2.19793491131929,People's,0.036000000000000004,0.0162,0.019800000000000005
Ipsos,2019-10-11,9,2.4,2204,online/telephone,FALSE,FALSE,18180,6.454972243679028,People's,0.02,0.0162,0.0038000000000000013
Nanos Research,2019-10-11,9,2.8,1200,telephone (rolling),FALSE,TRUE,18180,1.9920476822239894,People's,0.011000000000000001,0.0162,-0.005199999999999998
Nanos Research,2019-10-10,10,2.8,1200,telephone (rolling),FALSE,TRUE,18179,1.9920476822239894,People's,0.013999999999999999,0.0162,-0.0022000000000000006
Campaign Research,2019-10-09,11,1.54,4037,online,FALSE,FALSE,18178,8.058229640253803,People's,0.03,0.0162,0.0138
DART/Maru,2019-10-09,11,3.1,1510,online,FALSE,FALSE,18178,5.679618342470649,People's,0.02,0.0162,0.0038000000000000013
EKOS,2019-10-09,11,2.3,1904,telephone/IVR,TRUE,FALSE,18178,2.19793491131929,People's,0.034,0.0162,0.017800000000000003
Mainstreet Research,2019-10-09,11,2,2274,IVR (rolling),TRUE,TRUE,18178,0.7856742013183862,People's,0.042,0.0162,0.025800000000000003
Nanos Research,2019-10-09,11,2.8,1200,telephone (rolling),FALSE,TRUE,18178,1.9920476822239894,People's,0.013999999999999999,0.0162,-0.0022000000000000006
Abacus Data,2019-10-08,12,1.9,3000,online,FALSE,FALSE,18177,7.2547625011001164,People's,0.02,0.0162,0.0038000000000000013
Angus Reid,2019-10-08,12,1.8,3031,online,FALSE,FALSE,18177,7.453559924999299,People's,0.03,0.0162,0.0138
Mainstreet Research,2019-10-08,12,2.04,2309,IVR (rolling),TRUE,TRUE,18177,0.7779333800155609,People's,0.04,0.0162,0.0238
Nanos Research,2019-10-08,12,2.8,1200,telephone (rolling),FALSE,TRUE,18177,1.9920476822239894,People's,0.016,0.0162,-1.999999999999988e-4
Forum Research,2019-10-07,13,3,1013,IVR,TRUE,FALSE,18176,1.9245008972987525,People's,0.03,0.0162,0.0138
Mainstreet Research,2019-10-07,13,2,2445,IVR (rolling),TRUE,TRUE,18176,0.7856742013183862,People's,0.042,0.0162,0.025800000000000003
Nanos Research,2019-10-07,13,2.8,1200,telephone (rolling),FALSE,TRUE,18176,1.9920476822239894,People's,0.012,0.0162,-0.004199999999999999
Mainstreet Research,2019-10-06,14,2.11,2108,IVR (rolling),TRUE,TRUE,18175,0.764920434246127,People's,0.034,0.0162,0.017800000000000003
Nanos Research,2019-10-06,14,2.8,1200,telephone (rolling),FALSE,TRUE,18175,1.9920476822239894,People's,0.011000000000000001,0.0162,-0.005199999999999998
Innovative Research,2019-10-05,15,1.3284685688840927,2394,online,FALSE,FALSE,18174,8.676096187970918,People's,0.03,0.0162,0.0138
Ipsos,2019-10-05,15,2.9,1502,online,FALSE,FALSE,18174,5.872202195147035,People's,0.02,0.0162,0.0038000000000000013
Leger,2019-10-05,15,2.11,2150,online,FALSE,FALSE,18174,6.884283908215143,People's,0.03,0.0162,0.0138
Mainstreet Research,2019-10-05,15,2.13,2108,IVR (rolling),TRUE,FALSE,18174,2.2839623660917723,People's,0.028999999999999998,0.0162,0.012799999999999999
Nanos Research,2019-10-05,15,2.8,1200,telephone (rolling),FALSE,TRUE,18174,1.9920476822239894,People's,0.015,0.0162,-0.0011999999999999997
EKOS,2019-10-04,16,2.2,1947,telephone/IVR,TRUE,FALSE,18173,2.2473328748774737,People's,0.047,0.0162,0.0308
Nanos Research,2019-10-04,16,2.8,1200,telephone (rolling),FALSE,TRUE,18173,1.9920476822239894,People's,0.018000000000000002,0.0162,0.001800000000000003
Abacus Data,2019-10-03,17,2,1556,online,FALSE,FALSE,18172,7.0710678118654755,People's,0.01,0.0162,-0.006199999999999999
Nanos Research,2019-10-03,17,2.8,1200,telephone (rolling),FALSE,TRUE,18172,1.9920476822239894,People's,0.018000000000000002,0.0162,0.001800000000000003
Innovative Research,2019-10-02,18,1.2207783679411908,2835,online,FALSE,FALSE,18171,9.050687865732513,People's,0.04,0.0162,0.0238
Mainstreet Research,2019-10-02,18,2.07,2207,IVR (rolling),TRUE,TRUE,18171,0.7722756076187954,People's,0.032,0.0162,0.0158
Nanos Research,2019-10-02,18,2.8,1200,telephone (rolling),FALSE,TRUE,18171,1.9920476822239894,People's,0.012,0.0162,-0.004199999999999999
Campaign Research,2019-10-01,19,1.4,4755,online,FALSE,FALSE,18170,8.451542547285166,People's,0.03,0.0162,0.0138
Mainstreet Research,2019-10-01,19,2.07,2234,IVR (rolling),TRUE,TRUE,18170,0.7722756076187954,People's,0.025,0.0162,0.008800000000000002
Nanos Research,2019-10-01,19,2.8,1200,telephone (rolling),FALSE,TRUE,18170,1.9920476822239894,People's,0.013999999999999999,0.0162,-0.0022000000000000006
Forum Research,2019-09-30,20,3,1853,IVR,TRUE,FALSE,18169,1.9245008972987525,People's,0.04,0.0162,0.0238
Mainstreet Research,2019-09-30,20,2.06,2259,IVR (rolling),TRUE,TRUE,18169,0.7741477936573529,People's,0.027999999999999997,0.0162,0.011799999999999998
Nanos Research,2019-09-30,20,2.8,1200,telephone (rolling),FALSE,TRUE,18169,1.9920476822239894,People's,0.018000000000000002,0.0162,0.001800000000000003
Mainstreet Research,2019-09-29,21,2.1,2183,IVR (rolling),TRUE,TRUE,18168,0.7667395103803937,People's,0.028999999999999998,0.0162,0.012799999999999999
Nanos Research,2019-09-29,21,2.8,1200,telephone (rolling),FALSE,TRUE,18168,1.9920476822239894,People's,0.03,0.0162,0.0138
Angus Reid,2019-09-28,22,3,1522,online,FALSE,FALSE,18167,5.773502691896257,People's,0.03,0.0162,0.0138
Ipsos,2019-09-28,22,2.9,1489,online,FALSE,FALSE,18167,5.872202195147035,People's,0.02,0.0162,0.0038000000000000013
Mainstreet Research,2019-09-28,22,2.12,2140,IVR (rolling),TRUE,TRUE,18167,0.7631142441593834,People's,0.034,0.0162,0.017800000000000003
Nanos Research,2019-09-28,22,2.8,1200,telephone (rolling),FALSE,TRUE,18167,1.9920476822239894,People's,0.025,0.0162,0.008800000000000002
Leger,2019-09-27,23,2.48,1558,online,FALSE,FALSE,18166,6.350006350009525,People's,0.02,0.0162,0.0038000000000000013
Mainstreet Research,2019-09-27,23,2.06,2270,IVR (rolling),TRUE,TRUE,18166,0.7741477936573529,People's,0.037000000000000005,0.0162,0.020800000000000006
Nanos Research,2019-09-27,23,2.8,1200,telephone (rolling),FALSE,TRUE,18166,1.9920476822239894,People's,0.021,0.0162,0.004800000000000002
Nanos Research,2019-09-26,24,2.8,1200,telephone (rolling),FALSE,TRUE,18165,1.9920476822239894,People's,0.013000000000000001,0.0162,-0.003199999999999998
Mainstreet Research,2019-09-25,25,1.98,2436,IVR (rolling),TRUE,TRUE,18164,0.7896322827985571,People's,0.037000000000000005,0.0162,0.020800000000000006
Nanos Research,2019-09-25,25,2.8,1200,telephone (rolling),FALSE,TRUE,18164,1.9920476822239894,People's,0.018000000000000002,0.0162,0.001800000000000003
Research Co.,2019-09-25,25,3.1,1000,online,FALSE,FALSE,18164,5.679618342470649,People's,0.02,0.0162,0.0038000000000000013
Abacus Data,2019-09-24,26,2.3,1975,online,FALSE,FALSE,18163,6.593804733957869,People's,0.02,0.0162,0.0038000000000000013
Mainstreet Research,2019-09-24,26,2.1,2425,IVR (rolling),TRUE,TRUE,18163,0.7667395103803937,People's,0.034,0.0162,0.017800000000000003
Nanos Research,2019-09-24,26,2.8,1200,telephone (rolling),FALSE,TRUE,18163,1.9920476822239894,People's,0.02,0.0162,0.0038000000000000013
EKOS,2019-09-23,27,2.5,1492,telephone/IVR,TRUE,FALSE,18162,2.1081851067789192,People's,0.051,0.0162,0.0348
Mainstreet Research,2019-09-23,27,2.1,2389,IVR (rolling),TRUE,TRUE,18162,0.7667395103803937,People's,0.028999999999999998,0.0162,0.012799999999999999
Nanos Research,2019-09-23,27,2.8,1200,telephone (rolling),FALSE,TRUE,18162,1.9920476822239894,People's,0.021,0.0162,0.004800000000000002
Mainstreet Research,2019-09-22,28,2.03,2333,IVR (rolling),TRUE,TRUE,18161,0.7798471181595515,People's,NA,0.0162,NA
Nanos Research,2019-09-22,28,2.8,1200,telephone (rolling),FALSE,TRUE,18161,1.9920476822239894,People's,0.024,0.0162,0.007800000000000001
Angus Reid,2019-09-21,29,2.5,1523,online,FALSE,FALSE,18160,6.324555320336758,People's,0.03,0.0162,0.0138
Ipsos,2019-09-21,29,2.9,1500,online,FALSE,FALSE,18160,5.872202195147035,People's,0.02,0.0162,0.0038000000000000013
Leger,2019-09-21,29,2.11,2153,online,FALSE,FALSE,18160,6.884283908215143,People's,0.04,0.0162,0.0238
Mainstreet Research,2019-09-21,29,2.1,2168,IVR (rolling),TRUE,TRUE,18160,0.7667395103803937,People's,NA,0.0162,NA
Nanos Research,2019-09-21,29,2.8,1200,telephone (rolling),FALSE,TRUE,18160,1.9920476822239894,People's,0.028999999999999998,0.0162,0.012799999999999999
Abacus Data,2019-09-20,30,2.3,1929,online,FALSE,FALSE,18159,6.593804733957869,People's,0.03,0.0162,0.0138
DART/Maru,2019-09-20,30,2.9,1520,online,FALSE,FALSE,18159,5.872202195147035,People's,0.03,0.0162,0.0138
Forum Research,2019-09-20,30,3,2449,IVR,TRUE,FALSE,18159,1.9245008972987525,People's,0.05,0.0162,0.033800000000000004
Innovative Research,2019-09-20,30,1.3547547955398527,2302,online,FALSE,FALSE,18159,8.59151299862304,People's,0.05,0.0162,0.033800000000000004
Mainstreet Research,2019-09-20,30,2.13,2124,IVR (rolling),TRUE,TRUE,18159,0.7613207886972574,People's,0.036000000000000004,0.0162,0.019800000000000005
Nanos Research,2019-09-20,30,2.8,1200,telephone (rolling),FALSE,TRUE,18159,1.9920476822239894,People's,0.022000000000000002,0.0162,0.005800000000000003
Innovative Research,2019-09-19,31,1.3010412496663328,2496,online,FALSE,FALSE,18158,8.767069854087044,People's,0.04,0.0162,0.0238
Mainstreet Research,2019-09-19,31,2.14,2087,IVR (rolling),TRUE,TRUE,18158,0.7595399189162924,People's,0.031,0.0162,0.0148
Nanos Research,2019-09-19,31,2.8,1200,telephone (rolling),FALSE,TRUE,18158,1.9920476822239894,People's,0.024,0.0162,0.007800000000000001
Mainstreet Research,2019-09-18,32,2.14,2087,IVR (rolling),TRUE,TRUE,18157,0.7595399189162924,People's,0.037000000000000005,0.0162,0.020800000000000006
Nanos Research,2019-09-18,32,2.8,1200,telephone (rolling),FALSE,TRUE,18157,1.9920476822239894,People's,0.024,0.0162,0.007800000000000001
Mainstreet Research,2019-09-17,33,2.21,1935,IVR (rolling),TRUE,TRUE,18156,0.7474142155514583,People's,0.033,0.0162,0.016800000000000002
Nanos Research,2019-09-17,33,2.8,1200,telephone (rolling),FALSE,TRUE,18156,1.9920476822239894,People's,0.027999999999999997,0.0162,0.011799999999999998
EKOS,2019-09-16,34,2.8,1272,IVR,TRUE,FALSE,18155,1.9920476822239894,People's,0.040999999999999995,0.0162,0.024799999999999996
Nanos Research,2019-09-16,34,2.8,1200,telephone (rolling),FALSE,TRUE,18155,1.9920476822239894,People's,0.017,0.0162,8.000000000000021e-4
Mainstreet Research,2019-09-15,35,2.23,1935,IVR (rolling),TRUE,TRUE,18154,0.7440550335360278,People's,0.038,0.0162,0.0218
Nanos Research,2019-09-15,35,2.8,1200,telephone (rolling),FALSE,TRUE,18154,1.9920476822239894,People's,0.018000000000000002,0.0162,0.001800000000000003
Angus Reid,2019-09-14,36,2,2154,online,FALSE,FALSE,18153,7.0710678118654755,People's,0.04,0.0162,0.0238
Leger,2019-09-14,36,2.45,1598,online,FALSE,FALSE,18153,6.3887656499993986,People's,0.04,0.0162,0.0238
