pollster,median_date,mode,n,LV,region,party,pct
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Alberta,People's,
Abacus Data,2018-07-22,online,2000,FALSE,Alberta,People's,
EKOS,2018-07-26,IVR,1302,FALSE,Alberta,People's,
Forum Research,2018-08-12,IVR,1777,FALSE,Alberta,People's,
Abacus Data,2018-08-20,online,1500,FALSE,Alberta,People's,
Abacus Data,2018-08-25,online,1000,FALSE,Alberta,People's,0.02
Campaign Research,2018-09-14,online,1486,FALSE,Alberta,People's,
Abacus Data,2018-09-19,online,2000,FALSE,Alberta,People's,0
DART/Maru,2018-09-19,online,5769,FALSE,Alberta,People's,0.02
Pollara,2018-09-20,online,1002,FALSE,Alberta,People's,0.03
Innovative Research,2018-10-01,online,2410,FALSE,Alberta,People's,0.03
Ipsos,2018-10-09,online,2001,FALSE,Alberta,People's,0.03
Forum Research,2018-10-10,IVR,1226,FALSE,Alberta,People's,0.01
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Alberta,People's,0.033
Campaign Research,2018-11-09,online,2512,FALSE,Alberta,People's,0
Abacus Data,2018-11-13,online,2490,FALSE,Alberta,People's,0
Leger,2018-11-20,online,1521,FALSE,Alberta,People's,0.03
Forum Research,2018-11-29,IVR,1541,FALSE,Alberta,People's,0
Ipsos,2018-12-12,online,2001,FALSE,Alberta,People's,0
Campaign Research,2018-12-13,online,1494,FALSE,Alberta,People's,0.03
Abacus Data,2018-12-18,online,2000,FALSE,Alberta,People's,0.02
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Alberta,People's,0.059
Innovative Research,2019-01-20,telephone,2451,FALSE,Alberta,People's,0.05
Abacus Data,2019-02-02,online,2500,FALSE,Alberta,People's,0.03
Campaign Research,2019-02-09,online,1590,FALSE,Alberta,People's,0.01
Abacus Data,2019-02-10,online,2500,FALSE,Alberta,People's,0.04
Ipsos,2019-02-18,online,1002,FALSE,Alberta,People's,0.01
Leger,2019-02-19,online,1529,FALSE,Alberta,People's,0.02
Angus Reid,2019-02-23,online,1009,FALSE,Alberta,People's,0.04
Abacus Data,2019-02-24,online,2374,FALSE,Alberta,People's,0.02
Forum Research,2019-02-28,IVR,1301,FALSE,Alberta,People's,0.04
Abacus Data,2019-03-02,online,1500,FALSE,Alberta,People's,0.04
Ipsos,2019-03-03,online,1000,FALSE,Alberta,People's,0
Innovative Research,2019-03-03,online,2122,FALSE,Alberta,People's,0.04
Campaign Research,2019-03-09,online,1893,FALSE,Alberta,People's,0
Angus Reid,2019-03-18,online,5807,FALSE,Alberta,People's,0.06
Leger,2019-03-20,online,1513,FALSE,Alberta,People's,0.04
Forum Research,2019-03-20,IVR,1490,FALSE,Alberta,People's,0.01
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Alberta,People's,0.031
Ipsos,2019-03-26,online,1002,FALSE,Alberta,People's,0.02
Campaign Research,2019-04-05,online,2035,FALSE,Alberta,People's,0.05
Forum Research,2019-04-05,IVR,1634,FALSE,Alberta,People's,0.02
Innovative Research,2019-04-07,online,2527,FALSE,Alberta,People's,0.04
Leger,2019-04-20,online,1522,FALSE,Alberta,People's,0.04
Ipsos,2019-04-24,online,1000,FALSE,Alberta,People's,0.03
Forum Research,2019-04-24,IVR,1595,FALSE,Alberta,People's,0
Abacus Data,2019-04-27,online,4015,FALSE,Alberta,People's,0.04
Angus Reid,2019-04-28,online,1525,FALSE,Alberta,People's,0.0261
Campaign Research,2019-05-01,online,1471,FALSE,Alberta,People's,0.04
Abacus Data,2019-05-29,online,1500,FALSE,Alberta,People's,0.05
Innovative Research,2019-05-29,online,1691,FALSE,Alberta,People's,0.06
Angus Reid,2019-06-01,online,4698,FALSE,Alberta,People's,0.06
Forum Research,2019-06-01,IVR,1633,FALSE,Alberta,People's,0.05
Campaign Research,2019-06-05,online,2735,FALSE,Alberta,People's,0.03
Ipsos,2019-06-06,online,1003,FALSE,Alberta,People's,0.01
Leger,2019-06-09,online,1528,FALSE,Alberta,People's,0.04
Forum Research,2019-06-12,IVR,1471,FALSE,Alberta,People's,
EKOS,2019-06-15,IVR,2491,FALSE,Alberta,People's,0.02
Forum Research,2019-06-22,IVR,1539,FALSE,Alberta,People's,0.03
Innovative Research,2019-06-22,telephone,3055,FALSE,Alberta,People's,
DART/Maru,2019-06-26,online,1512,FALSE,Alberta,People's,0
EKOS,2019-06-28,IVR,1194,FALSE,Alberta,People's,0.055
Abacus Data,2019-06-30,online,3092,FALSE,Alberta,People's,0.03
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Alberta,People's,0.069
Innovative Research,2019-07-03,online,2515,FALSE,Alberta,People's,0.08
EKOS,2019-07-08,IVR,425,FALSE,Alberta,People's,0.032
Angus Reid,2019-07-09,online,2361,FALSE,Alberta,People's,0.03
Campaign Research,2019-07-10,online,1896,FALSE,Alberta,People's,0.02
Corbett Communications,2019-07-10,online,3848,FALSE,Alberta,People's,
Ipsos,2019-07-14,online,1000,FALSE,Alberta,People's,0.03
Abacus Data,2019-07-15,online,1500,FALSE,Alberta,People's,0.05
Research Co.,2019-07-16,online,1000,FALSE,Alberta,People's,0.03
EKOS,2019-07-17,IVR,1000,FALSE,Alberta,People's,
Nanos Research,2019-07-19,telephone,1000,FALSE,Alberta,People's,
Leger,2019-07-21,online,1536,FALSE,Alberta,People's,0.03
Forum Research,2019-07-23,IVR,4234,FALSE,Alberta,People's,
Innovative Research,2019-07-24,telephone,3050,FALSE,Alberta,People's,
EKOS,2019-07-25,online,1000,FALSE,Alberta,People's,
Forum Research,2019-07-27,IVR,1733,FALSE,Alberta,People's,0.05
Innovative Research,2019-07-29,online,1804,FALSE,Alberta,People's,0.07
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Alberta,People's,0.029
Abacus Data,2019-08-04,online,1422,FALSE,Alberta,People's,0.03
EKOS,2019-08-07,online,1000,FALSE,Alberta,People's,
Campaign Research,2019-08-11,online,2365,FALSE,Alberta,People's,0.05
Narrative Research,2019-08-11,telephone,15843,FALSE,Alberta,People's,
Corbett Communications,2019-08-12,online,2750,FALSE,Alberta,People's,
Ipsos,2019-08-17,online,1001,FALSE,Alberta,People's,0.02
DART/Maru,2019-08-17,online,1342,FALSE,Alberta,People's,0
Leger,2019-08-18,online,1535,FALSE,Alberta,People's,0.04
Abacus Data,2019-08-19,online,2152,FALSE,Alberta,People's,0.04
EKOS,2019-08-19,online,750,FALSE,Alberta,People's,
EKOS,2019-08-21,online,1067,FALSE,Alberta,People's,0.053
Angus Reid,2019-08-24,online,1534,FALSE,Alberta,People's,0.05
Abacus Data,2019-08-26,online,4549,FALSE,Alberta,People's,0.02
EKOS,2019-08-27,online,1086,FALSE,Alberta,People's,
Leger,2019-08-28,online,2102,FALSE,Alberta,People's,
EKOS,2019-08-28,online,902,FALSE,Alberta,People's,0.018
Innovative Research,2019-09-02,online,1894,FALSE,Alberta,People's,0.04
Campaign Research,2019-09-04,online,2094,FALSE,Alberta,People's,0.04
EKOS,2019-09-04,online,2393,FALSE,Alberta,People's,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Alberta,People's,0.041
Leger,2019-09-08,online,1546,FALSE,Alberta,People's,0.05
Abacus Data,2019-09-08,online,2000,FALSE,Alberta,People's,0.02
Insights West,2019-09-08,online,6952,FALSE,Alberta,People's,
Forum Research,2019-09-11,IVR,1001,FALSE,Alberta,People's,0.063
DART/Maru,2019-09-11,online,1517,FALSE,Alberta,People's,0.04
Innovative Research,2019-09-13,online,1622,FALSE,Alberta,People's,0.03
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Alberta,People's,
Leger,2019-09-15,online,1598,FALSE,Alberta,People's,
Nanos Research,2019-09-15,online,2670,FALSE,Alberta,People's,
Angus Reid,2019-09-17,online,1805,FALSE,Alberta,People's,
Campaign Research,2019-09-19,online,2575,FALSE,Alberta,People's,
Campaign Research,2019-09-19,telephone,2513,FALSE,Alberta,People's,
Abacus Data,2019-09-20,online,1929,FALSE,Alberta,People's,0.04
EKOS,2019-09-20,online,1152,FALSE,Alberta,People's,0.017
Forum Research,2019-09-20,IVR,2449,FALSE,Alberta,People's,0.04
Insights West,2019-09-21,online,6936,FALSE,Alberta,People's,
Angus Reid,2019-09-22,online,1523,FALSE,Alberta,People's,0.03
Leger,2019-09-22,online,2153,FALSE,Alberta,People's,0.04
Innovative Research,2019-09-23,online,2303,FALSE,Alberta,People's,0.06
Abacus Data,2019-09-25,online,1975,FALSE,Alberta,People's,0.03
Research Co.,2019-09-25,online,1000,FALSE,Alberta,People's,0.05
Nanos Research,2019-09-25,online,2827,FALSE,Alberta,People's,
EKOS,2019-09-28,online,1492,FALSE,Alberta,People's,0.07
Angus Reid,2019-09-29,online,1522,FALSE,Alberta,People's,0.06
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Alberta,People's,
Leger,2019-09-29,online,1558,FALSE,Alberta,People's,0.05
Forum Research,2019-10-01,IVR,1853,FALSE,Alberta,People's,0.03
Campaign Research,2019-10-01,online,4755,FALSE,Alberta,People's,0.05
Abacus Data,2019-10-04,online,1556,FALSE,Alberta,People's,0.02
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Alberta,People's,
Innovative Research,2019-10-05,online,2835,FALSE,Alberta,People's,0.06
Forum Research,2019-10-08,IVR,1013,FALSE,Alberta,People's,0.03
Leger,2019-10-08,online,2150,FALSE,Alberta,People's,0.05
Leger,2019-10-08,online,9317,FALSE,Alberta,People's,
Lethbridge College,2019-10-08,online,9474,FALSE,Alberta,People's,0.02
Innovative Research,2019-10-09,online,2394,FALSE,Alberta,People's,0.01
Angus Reid,2019-10-09,online,3031,FALSE,Alberta,People's,0.05
EKOS,2019-10-09,online,1947,FALSE,Alberta,People's,0.06
Campaign Research,2019-10-09,online,4037,FALSE,Alberta,People's,0.06
Abacus Data,2019-10-09,online,3000,FALSE,Alberta,People's,0.02
DART/Maru,2019-10-09,online,1310,FALSE,Alberta,People's,0.03
Nanos Research,2019-10-09,telephone,3705,FALSE,Alberta,People's,
Forum Research,2019-10-11,IVR,4338,FALSE,Alberta,People's,
EKOS,2019-10-13,online,1904,FALSE,Alberta,People's,0.03
Angus Reid,2019-10-14,online,2100,FALSE,Alberta,People's,0.05
Leger,2019-10-14,online,13013,FALSE,Alberta,People's,
Forum Research,2019-10-16,IVR,1028,FALSE,Alberta,People's,0.07
DART/Maru,2019-10-16,online,1518,FALSE,Alberta,People's,0.06
EKOS,2019-10-16,online,1881,FALSE,Alberta,People's,0.03
Innovative Research,2019-10-16,online,3094,FALSE,Alberta,People's,0.04
Innovative Research,2019-10-16,online,1964,FALSE,Alberta,People's,0.06
Campaign Research,2019-10-17,online,1987,FALSE,Alberta,People's,0.06
Abacus Data,2019-10-18,online,2000,FALSE,Alberta,People's,0.03
Campaign Research,2019-10-18,online,5039,FALSE,Alberta,People's,0.04
Leger,2019-10-18,online,2117,FALSE,Alberta,People's,0.03
Research Co.,2019-10-19,online,957,FALSE,Alberta,People's,0.03
Mainstreet Research,2018-01-06,IVR,9830,FALSE,British Columbia,Liberal,0.365
Campaign Research,2018-01-11,online,1887,FALSE,British Columbia,Liberal,0.35
Forum Research,2018-01-24,IVR,1408,FALSE,British Columbia,Liberal,0.34
Abacus Data,2018-01-28,online,1411,FALSE,British Columbia,Liberal,0.33
Campaign Research,2018-02-10,online,2227,FALSE,British Columbia,Liberal,0.39
Ipsos,2018-03-01,online,1001,FALSE,British Columbia,Liberal,0.3
Forum Research,2018-03-01,IVR,941,FALSE,British Columbia,Liberal,0.37
Abacus Data,2018-03-04,online,1411,FALSE,British Columbia,Liberal,0.35
Angus Reid,2018-03-15,online,5423,FALSE,British Columbia,Liberal,0.32
Ipsos,2018-03-23,online,1001,FALSE,British Columbia,Liberal,0.3
Mainstreet Research,2018-04-18,IVR,9401,FALSE,British Columbia,Liberal,0.304
Forum Research,2018-04-20,IVR,1585,FALSE,British Columbia,Liberal,0.22
Ipsos,2018-04-30,online,1907,FALSE,British Columbia,Liberal,0.3
Innovative Research,2018-05-02,telephone,1000,FALSE,British Columbia,Liberal,0.35
Leger,2018-05-10,online,2103,FALSE,British Columbia,Liberal,
Innovative Research,2018-05-14,online,2327,FALSE,British Columbia,Liberal,0.34
Forum Research,2018-05-16,IVR,969,FALSE,British Columbia,Liberal,0.27
Angus Reid,2018-06-14,online,1023,FALSE,British Columbia,Liberal,0.23
Ipsos,2018-06-15,online,1001,FALSE,British Columbia,Liberal,0.41
Campaign Research,2018-06-18,online,1579,FALSE,British Columbia,Liberal,0.29
Ipsos,2018-06-29,online,1002,FALSE,British Columbia,Liberal,0.38
Ipsos,2018-07-16,online,1000,FALSE,British Columbia,Liberal,0.33
Mainstreet Research,2018-07-17,IVR,9384,FALSE,British Columbia,Liberal,0.365
Abacus Data,2018-07-22,online,2000,FALSE,British Columbia,Liberal,0.33
EKOS,2018-07-26,IVR,1302,FALSE,British Columbia,Liberal,0.34
Forum Research,2018-08-12,IVR,1777,FALSE,British Columbia,Liberal,0.34
Abacus Data,2018-08-20,online,1500,FALSE,British Columbia,Liberal,0.35
Abacus Data,2018-08-25,online,1000,FALSE,British Columbia,Liberal,0.35
Campaign Research,2018-09-14,online,1486,FALSE,British Columbia,Liberal,0.33
Abacus Data,2018-09-19,online,2000,FALSE,British Columbia,Liberal,0.36
DART/Maru,2018-09-19,online,5769,FALSE,British Columbia,Liberal,0.26
Pollara,2018-09-20,online,1002,FALSE,British Columbia,Liberal,0.32
Innovative Research,2018-10-01,online,2410,FALSE,British Columbia,Liberal,0.37
Ipsos,2018-10-09,online,2001,FALSE,British Columbia,Liberal,0.4
Forum Research,2018-10-10,IVR,1226,FALSE,British Columbia,Liberal,0.31
Mainstreet Research,2018-11-07,IVR,7961,FALSE,British Columbia,Liberal,0.345
Campaign Research,2018-11-09,online,2512,FALSE,British Columbia,Liberal,0.41
Abacus Data,2018-11-13,online,2490,FALSE,British Columbia,Liberal,0.35
Leger,2018-11-20,online,1521,FALSE,British Columbia,Liberal,0.37
Forum Research,2018-11-29,IVR,1541,FALSE,British Columbia,Liberal,0.32
Ipsos,2018-12-12,online,2001,FALSE,British Columbia,Liberal,0.41
Campaign Research,2018-12-13,online,1494,FALSE,British Columbia,Liberal,0.34
Abacus Data,2018-12-18,online,2000,FALSE,British Columbia,Liberal,0.3
Mainstreet Research,2019-01-15,IVR,7941,FALSE,British Columbia,Liberal,0.325
Innovative Research,2019-01-20,telephone,2451,FALSE,British Columbia,Liberal,0.36
Abacus Data,2019-02-02,online,2500,FALSE,British Columbia,Liberal,0.34
Campaign Research,2019-02-09,online,1590,FALSE,British Columbia,Liberal,0.28
Abacus Data,2019-02-10,online,2500,FALSE,British Columbia,Liberal,0.32
Ipsos,2019-02-18,online,1002,FALSE,British Columbia,Liberal,0.37
Leger,2019-02-19,online,1529,FALSE,British Columbia,Liberal,0.22
Angus Reid,2019-02-23,online,1009,FALSE,British Columbia,Liberal,0.28
Abacus Data,2019-02-24,online,2374,FALSE,British Columbia,Liberal,0.27
Forum Research,2019-02-28,IVR,1301,FALSE,British Columbia,Liberal,0.29
Abacus Data,2019-03-02,online,1500,FALSE,British Columbia,Liberal,0.31
Ipsos,2019-03-03,online,1000,FALSE,British Columbia,Liberal,0.41
Innovative Research,2019-03-03,online,2122,FALSE,British Columbia,Liberal,0.31
Campaign Research,2019-03-09,online,1893,FALSE,British Columbia,Liberal,0.27
Angus Reid,2019-03-18,online,5807,FALSE,British Columbia,Liberal,0.28
Leger,2019-03-20,online,1513,FALSE,British Columbia,Liberal,0.31
Forum Research,2019-03-20,IVR,1490,FALSE,British Columbia,Liberal,0.27
Mainstreet Research,2019-03-22,IVR,8501,FALSE,British Columbia,Liberal,0.262
Ipsos,2019-03-26,online,1002,FALSE,British Columbia,Liberal,0.26
Campaign Research,2019-04-05,online,2035,FALSE,British Columbia,Liberal,0.33
Forum Research,2019-04-05,IVR,1634,FALSE,British Columbia,Liberal,0.21
Innovative Research,2019-04-07,online,2527,FALSE,British Columbia,Liberal,0.3
Leger,2019-04-20,online,1522,FALSE,British Columbia,Liberal,0.22
Ipsos,2019-04-24,online,1000,FALSE,British Columbia,Liberal,0.42
Forum Research,2019-04-24,IVR,1595,FALSE,British Columbia,Liberal,0.21
Abacus Data,2019-04-27,online,4015,FALSE,British Columbia,Liberal,0.32
Angus Reid,2019-04-28,online,1525,FALSE,British Columbia,Liberal,0.19
Campaign Research,2019-05-01,online,1471,FALSE,British Columbia,Liberal,0.23
Abacus Data,2019-05-29,online,1500,FALSE,British Columbia,Liberal,0.29
Innovative Research,2019-05-29,online,1691,FALSE,British Columbia,Liberal,0.28
Angus Reid,2019-06-01,online,4698,FALSE,British Columbia,Liberal,0.2
Forum Research,2019-06-01,IVR,1633,FALSE,British Columbia,Liberal,0.22
Campaign Research,2019-06-05,online,2735,FALSE,British Columbia,Liberal,0.32
Ipsos,2019-06-06,online,1003,FALSE,British Columbia,Liberal,0.28
Leger,2019-06-09,online,1528,FALSE,British Columbia,Liberal,0.3
Forum Research,2019-06-12,IVR,1471,FALSE,British Columbia,Liberal,
EKOS,2019-06-15,IVR,2491,FALSE,British Columbia,Liberal,0.22
Forum Research,2019-06-22,IVR,1539,FALSE,British Columbia,Liberal,0.25
Innovative Research,2019-06-22,telephone,3055,FALSE,British Columbia,Liberal,
DART/Maru,2019-06-26,online,1512,FALSE,British Columbia,Liberal,0.27
EKOS,2019-06-28,IVR,1194,FALSE,British Columbia,Liberal,0.237
Abacus Data,2019-06-30,online,3092,FALSE,British Columbia,Liberal,0.31
Mainstreet Research,2019-06-30,telephone,2651,FALSE,British Columbia,Liberal,0.257
Innovative Research,2019-07-03,online,2515,FALSE,British Columbia,Liberal,0.27
EKOS,2019-07-08,IVR,425,FALSE,British Columbia,Liberal,0.201
Angus Reid,2019-07-09,online,2361,FALSE,British Columbia,Liberal,0.24
Campaign Research,2019-07-10,online,1896,FALSE,British Columbia,Liberal,0.27
Corbett Communications,2019-07-10,online,3848,FALSE,British Columbia,Liberal,
Ipsos,2019-07-14,online,1000,FALSE,British Columbia,Liberal,0.28
Abacus Data,2019-07-15,online,1500,FALSE,British Columbia,Liberal,0.31
Research Co.,2019-07-16,online,1000,FALSE,British Columbia,Liberal,0.29
EKOS,2019-07-17,IVR,1000,FALSE,British Columbia,Liberal,
Nanos Research,2019-07-19,telephone,1000,FALSE,British Columbia,Liberal,
Leger,2019-07-21,online,1536,FALSE,British Columbia,Liberal,0.31
Forum Research,2019-07-23,IVR,4234,FALSE,British Columbia,Liberal,
Innovative Research,2019-07-24,telephone,3050,FALSE,British Columbia,Liberal,
EKOS,2019-07-25,online,1000,FALSE,British Columbia,Liberal,
Forum Research,2019-07-27,IVR,1733,FALSE,British Columbia,Liberal,0.23
Innovative Research,2019-07-29,online,1804,FALSE,British Columbia,Liberal,0.31
Mainstreet Research,2019-07-31,IVR,2463,FALSE,British Columbia,Liberal,0.263
Abacus Data,2019-08-04,online,1422,FALSE,British Columbia,Liberal,0.29
EKOS,2019-08-07,online,1000,FALSE,British Columbia,Liberal,
Campaign Research,2019-08-11,online,2365,FALSE,British Columbia,Liberal,0.28
Narrative Research,2019-08-11,telephone,15843,FALSE,British Columbia,Liberal,
Corbett Communications,2019-08-12,online,2750,FALSE,British Columbia,Liberal,
Ipsos,2019-08-17,online,1001,FALSE,British Columbia,Liberal,0.33
DART/Maru,2019-08-17,online,1342,FALSE,British Columbia,Liberal,0.25
Leger,2019-08-18,online,1535,FALSE,British Columbia,Liberal,0.34
Abacus Data,2019-08-19,online,2152,FALSE,British Columbia,Liberal,0.32
EKOS,2019-08-19,online,750,FALSE,British Columbia,Liberal,
EKOS,2019-08-21,online,1067,FALSE,British Columbia,Liberal,0.274
Angus Reid,2019-08-24,online,1534,FALSE,British Columbia,Liberal,0.29
Abacus Data,2019-08-26,online,4549,FALSE,British Columbia,Liberal,0.29
EKOS,2019-08-27,online,1086,FALSE,British Columbia,Liberal,
Leger,2019-08-28,online,2102,FALSE,British Columbia,Liberal,0.35
EKOS,2019-08-28,online,902,FALSE,British Columbia,Liberal,0.332
Innovative Research,2019-09-02,online,1894,FALSE,British Columbia,Liberal,0.32
Campaign Research,2019-09-04,online,2094,FALSE,British Columbia,Liberal,0.31
EKOS,2019-09-04,online,2393,FALSE,British Columbia,Liberal,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,British Columbia,Liberal,0.25
Leger,2019-09-08,online,1546,FALSE,British Columbia,Liberal,0.33
Abacus Data,2019-09-08,online,2000,FALSE,British Columbia,Liberal,0.3
Insights West,2019-09-08,online,6952,FALSE,British Columbia,Liberal,0.22
Forum Research,2019-09-11,IVR,1001,FALSE,British Columbia,Liberal,0.273
DART/Maru,2019-09-11,online,1517,FALSE,British Columbia,Liberal,0.25
Innovative Research,2019-09-13,online,1622,FALSE,British Columbia,Liberal,0.28
Mainstreet Research,2019-09-14,IVR,1900,FALSE,British Columbia,Liberal,
Leger,2019-09-15,online,1598,FALSE,British Columbia,Liberal,0.29
Nanos Research,2019-09-15,online,2670,FALSE,British Columbia,Liberal,
Angus Reid,2019-09-17,online,1805,FALSE,British Columbia,Liberal,
Campaign Research,2019-09-19,online,2575,FALSE,British Columbia,Liberal,
Campaign Research,2019-09-19,telephone,2513,FALSE,British Columbia,Liberal,
Abacus Data,2019-09-20,online,1929,FALSE,British Columbia,Liberal,0.3
EKOS,2019-09-20,online,1152,FALSE,British Columbia,Liberal,0.28
Forum Research,2019-09-20,IVR,2449,FALSE,British Columbia,Liberal,0.26
Insights West,2019-09-21,online,6936,FALSE,British Columbia,Liberal,0.23
Angus Reid,2019-09-22,online,1523,FALSE,British Columbia,Liberal,0.29
Leger,2019-09-22,online,2153,FALSE,British Columbia,Liberal,0.3
Innovative Research,2019-09-23,online,2303,FALSE,British Columbia,Liberal,0.29
Abacus Data,2019-09-25,online,1975,FALSE,British Columbia,Liberal,0.33
Research Co.,2019-09-25,online,1000,FALSE,British Columbia,Liberal,0.35
Nanos Research,2019-09-25,online,2827,FALSE,British Columbia,Liberal,
EKOS,2019-09-28,online,1492,FALSE,British Columbia,Liberal,0.23
Angus Reid,2019-09-29,online,1522,FALSE,British Columbia,Liberal,0.27
Mainstreet Research,2019-09-29,IVR,2360,FALSE,British Columbia,Liberal,
Leger,2019-09-29,online,1558,FALSE,British Columbia,Liberal,0.28
Forum Research,2019-10-01,IVR,1853,FALSE,British Columbia,Liberal,0.24
Campaign Research,2019-10-01,online,4755,FALSE,British Columbia,Liberal,0.3
Abacus Data,2019-10-04,online,1556,FALSE,British Columbia,Liberal,0.35
Mainstreet Research,2019-10-04,IVR,2338,FALSE,British Columbia,Liberal,
Innovative Research,2019-10-05,online,2835,FALSE,British Columbia,Liberal,0.38
Forum Research,2019-10-08,IVR,1013,FALSE,British Columbia,Liberal,0.27
Leger,2019-10-08,online,2150,FALSE,British Columbia,Liberal,0.3
Leger,2019-10-08,online,9317,FALSE,British Columbia,Liberal,
Lethbridge College,2019-10-08,online,9474,FALSE,British Columbia,Liberal,
Innovative Research,2019-10-09,online,2394,FALSE,British Columbia,Liberal,0.32
Angus Reid,2019-10-09,online,3031,FALSE,British Columbia,Liberal,0.23
EKOS,2019-10-09,online,1947,FALSE,British Columbia,Liberal,0.22
Campaign Research,2019-10-09,online,4037,FALSE,British Columbia,Liberal,0.24
Abacus Data,2019-10-09,online,3000,FALSE,British Columbia,Liberal,0.29
DART/Maru,2019-10-09,online,1310,FALSE,British Columbia,Liberal,0.24
Nanos Research,2019-10-09,telephone,3705,FALSE,British Columbia,Liberal,
Forum Research,2019-10-11,IVR,4338,FALSE,British Columbia,Liberal,
EKOS,2019-10-13,online,1904,FALSE,British Columbia,Liberal,0.24
Angus Reid,2019-10-14,online,2100,FALSE,British Columbia,Liberal,0.26
Leger,2019-10-14,online,13013,FALSE,British Columbia,Liberal,
Forum Research,2019-10-16,IVR,1028,FALSE,British Columbia,Liberal,0.21
DART/Maru,2019-10-16,online,1518,FALSE,British Columbia,Liberal,0.28
EKOS,2019-10-16,online,1881,FALSE,British Columbia,Liberal,0.24
Innovative Research,2019-10-16,online,3094,FALSE,British Columbia,Liberal,0.29
Innovative Research,2019-10-16,online,1964,FALSE,British Columbia,Liberal,0.33
Campaign Research,2019-10-17,online,1987,FALSE,British Columbia,Liberal,0.25
Abacus Data,2019-10-18,online,2000,FALSE,British Columbia,Liberal,0.33
Campaign Research,2019-10-18,online,5039,FALSE,British Columbia,Liberal,0.26
Leger,2019-10-18,online,2117,FALSE,British Columbia,Liberal,0.29
Research Co.,2019-10-19,online,957,FALSE,British Columbia,Liberal,0.27
Mainstreet Research,2018-01-06,IVR,9830,FALSE,British Columbia,Conservative,0.298
Campaign Research,2018-01-11,online,1887,FALSE,British Columbia,Conservative,0.28
Forum Research,2018-01-24,IVR,1408,FALSE,British Columbia,Conservative,0.43
Abacus Data,2018-01-28,online,1411,FALSE,British Columbia,Conservative,0.27
Campaign Research,2018-02-10,online,2227,FALSE,British Columbia,Conservative,0.29
Ipsos,2018-03-01,online,1001,FALSE,British Columbia,Conservative,0.31
Forum Research,2018-03-01,IVR,941,FALSE,British Columbia,Conservative,0.4
Abacus Data,2018-03-04,online,1411,FALSE,British Columbia,Conservative,0.21
Angus Reid,2018-03-15,online,5423,FALSE,British Columbia,Conservative,0.33
Ipsos,2018-03-23,online,1001,FALSE,British Columbia,Conservative,0.35
Mainstreet Research,2018-04-18,IVR,9401,FALSE,British Columbia,Conservative,0.381
Forum Research,2018-04-20,IVR,1585,FALSE,British Columbia,Conservative,0.4
Ipsos,2018-04-30,online,1907,FALSE,British Columbia,Conservative,0.35
Innovative Research,2018-05-02,telephone,1000,FALSE,British Columbia,Conservative,0.3
Leger,2018-05-10,online,2103,FALSE,British Columbia,Conservative,
Innovative Research,2018-05-14,online,2327,FALSE,British Columbia,Conservative,0.32
Forum Research,2018-05-16,IVR,969,FALSE,British Columbia,Conservative,0.4
Angus Reid,2018-06-14,online,1023,FALSE,British Columbia,Conservative,0.2
Ipsos,2018-06-15,online,1001,FALSE,British Columbia,Conservative,0.32
Campaign Research,2018-06-18,online,1579,FALSE,British Columbia,Conservative,0.36
Ipsos,2018-06-29,online,1002,FALSE,British Columbia,Conservative,0.36
Ipsos,2018-07-16,online,1000,FALSE,British Columbia,Conservative,0.26
Mainstreet Research,2018-07-17,IVR,9384,FALSE,British Columbia,Conservative,0.327
Abacus Data,2018-07-22,online,2000,FALSE,British Columbia,Conservative,0.32
EKOS,2018-07-26,IVR,1302,FALSE,British Columbia,Conservative,0.25
Forum Research,2018-08-12,IVR,1777,FALSE,British Columbia,Conservative,0.35
Abacus Data,2018-08-20,online,1500,FALSE,British Columbia,Conservative,0.24
Abacus Data,2018-08-25,online,1000,FALSE,British Columbia,Conservative,0.22
Campaign Research,2018-09-14,online,1486,FALSE,British Columbia,Conservative,0.29
Abacus Data,2018-09-19,online,2000,FALSE,British Columbia,Conservative,0.26
DART/Maru,2018-09-19,online,5769,FALSE,British Columbia,Conservative,0.35
Pollara,2018-09-20,online,1002,FALSE,British Columbia,Conservative,0.37
Innovative Research,2018-10-01,online,2410,FALSE,British Columbia,Conservative,0.31
Ipsos,2018-10-09,online,2001,FALSE,British Columbia,Conservative,0.3
Forum Research,2018-10-10,IVR,1226,FALSE,British Columbia,Conservative,0.34
Mainstreet Research,2018-11-07,IVR,7961,FALSE,British Columbia,Conservative,0.331
Campaign Research,2018-11-09,online,2512,FALSE,British Columbia,Conservative,0.25
Abacus Data,2018-11-13,online,2490,FALSE,British Columbia,Conservative,0.28
Leger,2018-11-20,online,1521,FALSE,British Columbia,Conservative,0.29
Forum Research,2018-11-29,IVR,1541,FALSE,British Columbia,Conservative,0.46
